Name,Type 1,Type 2,HP,Att,Def,Spa,Spd,Spe,BST,Generation,Final Evolution,Catch Rate,Legendary,Weight,Height,Against Normal,Against Fire,Against Water,Against Electric,Against Grass,Against Ice,Against Fighting,Against Poison,Against Ground,Against Flying,Against Psychic,Against Bug,Against Rock,Against Ghost,Against Dragon,Against Dark,Against Steel,Against Fairy
Lillipup,Normal,,45,60,45,25,45,55,275,5,0,255,0,4.1,0.4,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Herdier,Normal,,65,80,65,35,65,60,370,5,0,120,0,14.7,0.9,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Stoutland,Normal,,85,110,90,45,90,80,500,5,1,45,0,61.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Purrloin,Dark,,41,50,37,50,37,66,281,5,0,255,0,10.1,0.4,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
Liepard,Dark,,64,88,50,88,50,106,446,5,1,90,0,37.5,1.1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
Pansage,Grass,,50,53,48,53,48,64,316,5,0,190,0,10.5,0.6,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Simisage,Grass,,75,98,63,98,63,101,498,5,1,75,0,30.5,1.1,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Pansear,Fire,,50,53,48,53,48,64,316,5,0,190,0,11.0,0.6,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Simisear,Fire,,75,98,63,98,63,101,498,5,1,75,0,28.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Panpour,Water,,50,53,48,53,48,64,316,5,0,190,0,13.5,0.6,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Simipour,Water,,75,98,63,98,63,101,498,5,1,75,0,29.0,1.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Munna,Psychic,,76,25,45,67,55,24,292,5,0,190,0,23.3,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Musharna,Psychic,,116,55,85,107,95,29,487,5,1,75,0,60.5,1.1,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Pidove,Normal,Flying,50,55,50,36,30,43,264,5,0,255,0,2.1,0.3,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Tranquill,Normal,Flying,62,77,62,50,42,65,358,5,0,120,0,15.0,0.6,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Unfezant,Normal,Flying,80,115,80,65,55,93,488,5,1,45,0,29.0,1.2,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Blitzle,Electric,,45,60,32,50,32,76,295,5,0,190,0,29.8,0.8,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Zebstrika,Electric,,75,100,63,80,63,116,497,5,1,75,0,79.5,1.6,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Roggenrola,Rock,,55,75,85,25,25,15,280,5,0,255,0,18.0,0.4,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Boldore,Rock,,70,105,105,50,40,20,390,5,0,120,0,102.0,0.9,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Gigalith,Rock,,85,135,130,60,80,25,515,5,1,45,0,260.0,1.7,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Woobat,Psychic,Flying,65,45,43,55,43,72,323,5,0,190,0,2.1,0.4,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
Swoobat,Psychic,Flying,67,57,55,77,55,114,425,5,1,45,0,10.5,0.9,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
Drilbur,Ground,,60,85,40,30,45,68,328,5,0,120,0,8.5,0.3,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Excadrill,Ground,Steel,110,135,60,50,65,88,508,5,1,60,0,40.4,0.7,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
Audino,Normal,,103,60,86,60,86,50,445,5,1,255,0,31.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Mega Audino,Normal,Fairy,103,60,126,80,126,50,545,6,1,255,0,32.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
Timburr,Fighting,,75,80,55,25,35,35,305,5,0,180,0,12.5,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Gurdurr,Fighting,,85,105,85,40,50,40,405,5,0,90,0,40.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Conkeldurr,Fighting,,105,140,95,55,65,45,505,5,1,45,0,87.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Tympole,Water,,50,50,40,50,40,64,294,5,0,255,0,4.5,0.5,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Palpitoad,Water,Ground,75,65,55,65,55,69,384,5,0,120,0,17.0,0.8,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
Seismitoad,Water,Ground,105,95,75,85,75,74,509,5,1,45,0,62.0,1.5,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
Throh,Fighting,,120,100,85,30,85,45,465,5,1,45,0,55.5,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Sawk,Fighting,,75,125,75,30,75,85,465,5,1,45,0,51.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Sewaddle,Bug,Grass,45,53,70,40,60,42,310,5,0,255,0,2.5,0.3,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
Swadloon,Bug,Grass,55,63,90,50,80,42,380,5,0,120,0,7.3,0.5,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
Leavanny,Bug,Grass,75,103,80,70,80,92,500,5,1,45,0,20.5,1.2,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
Venipede,Bug,Poison,30,45,59,30,39,57,260,5,0,255,0,5.3,0.4,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
Whirlipede,Bug,Poison,40,55,99,40,79,47,360,5,0,120,0,58.5,1.2,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
Scolipede,Bug,Poison,60,100,89,55,69,112,485,5,1,45,0,200.5,2.5,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
Cottonee,Grass,Fairy,40,27,60,37,50,66,280,5,0,190,0,0.6,0.3,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
Whimsicott,Grass,Fairy,60,67,85,77,75,116,480,5,1,75,0,6.6,0.7,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
Petilil,Grass,,45,35,50,70,50,30,280,5,0,190,0,6.6,0.5,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Lilligant,Grass,,70,60,75,110,75,90,480,5,1,75,0,16.3,1.1,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Basculin,Water,,70,92,65,80,55,98,460,5,1,25,0,18.0,1.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Sandile,Ground,Dark,50,72,35,35,35,65,292,5,0,180,0,15.2,0.7,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
Krokorok,Ground,Dark,60,82,45,45,45,74,351,5,0,90,0,33.4,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
Krookodile,Ground,Dark,95,117,80,65,70,92,519,5,1,45,0,96.3,1.5,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
Darumaka,Fire,,70,90,45,15,45,50,315,5,0,120,0,37.5,0.6,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Galarian Darumaka,Ice,,70,90,45,15,45,50,315,8,0,120,0,40.0,0.7,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
Darmanitan,Fire,,105,140,55,30,55,95,480,5,1,60,0,92.9,1.3,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Darmanitan Zen-Mode,Fire,Psychic,105,30,105,140,105,55,540,5,1,60,0,92.9,1.3,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5
Galarian Darmanitan,Ice,,105,140,55,30,55,95,480,8,1,60,0,120.0,1.7,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
Galarian Darmanitan Zen-Mode,Ice,Fire,105,160,55,30,55,135,540,8,1,60,0,120.0,1.7,1.0,1.0,2.0,1.0,0.5,0.25,2.0,1.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,0.5
Maractus,Grass,,75,86,67,106,67,60,461,5,1,255,0,28.0,1.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Dwebble,Bug,Rock,50,65,85,35,35,55,325,5,0,190,0,14.5,0.3,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
Crustle,Bug,Rock,70,105,125,65,75,45,485,5,1,75,0,200.0,1.4,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
Scraggy,Dark,Fighting,50,75,70,35,70,48,348,5,0,180,0,11.8,0.6,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
Scrafty,Dark,Fighting,65,90,115,45,115,58,488,5,1,90,0,30.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
Sigilyph,Psychic,Flying,72,58,80,103,80,97,490,5,1,45,0,14.0,1.4,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
Yamask,Ghost,,38,30,85,55,65,30,303,5,0,190,0,1.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
Galarian Yamask,Ground,Ghost,38,55,85,30,65,30,303,8,0,190,0,1.5,0.5,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
Cofagrigus,Ghost,,58,50,145,95,105,30,483,5,1,90,0,76.5,1.7,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
Tirtouga,Water,Rock,54,78,103,53,45,22,355,5,0,45,0,16.5,0.7,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Carracosta,Water,Rock,74,108,133,83,65,32,495,5,1,45,0,81.0,1.2,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Archen,Rock,Flying,55,112,45,74,45,70,401,5,0,45,0,9.5,0.5,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
Archeops,Rock,Flying,75,140,65,112,65,110,567,5,1,45,0,32.0,1.4,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
Trubbish,Poison,,50,50,62,40,62,65,329,5,0,190,0,31.0,0.6,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
Garbodor,Poison,,80,95,82,60,82,75,474,5,1,60,0,107.3,1.9,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
Zorua,Dark,,40,65,40,80,40,65,330,5,0,75,0,12.5,0.7,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
Zoroark,Dark,,60,105,60,120,60,105,510,5,1,45,0,81.1,1.6,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
Minccino,Normal,,55,50,40,40,40,75,300,5,0,255,0,5.8,0.4,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Cinccino,Normal,,75,95,60,65,60,115,470,5,1,60,0,7.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Gothita,Psychic,,45,30,50,55,65,45,290,5,0,200,0,5.8,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Gothorita,Psychic,,60,45,70,75,85,55,390,5,0,100,0,18.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Gothitelle,Psychic,,70,55,95,95,110,65,490,5,1,50,0,44.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Solosis,Psychic,,45,30,40,105,50,20,290,5,0,200,0,1.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Duosion,Psychic,,65,40,50,125,60,30,370,5,0,100,0,8.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Reuniclus,Psychic,,110,65,75,125,85,30,490,5,1,50,0,20.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Ducklett,Water,Flying,62,44,50,44,50,55,305,5,0,190,0,5.5,0.5,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
Swanna,Water,Flying,75,87,63,87,63,98,473,5,1,45,0,24.2,1.3,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
Vanillite,Ice,,36,50,50,65,60,44,305,5,0,255,0,5.7,0.4,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
Vanillish,Ice,,51,65,65,80,75,59,395,5,0,120,0,41.0,1.1,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
Vanilluxe,Ice,,71,95,85,110,95,79,535,5,1,45,0,57.5,1.3,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
Deerling,Normal,Grass,60,60,50,40,50,75,335,5,0,190,0,19.5,0.6,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
Sawsbuck,Normal,Grass,80,100,70,60,70,95,475,5,1,75,0,92.5,1.9,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
Emolga,Electric,Flying,55,75,60,75,60,103,428,5,1,200,0,5.0,0.4,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
Karrablast,Bug,,50,75,45,40,45,60,315,5,0,200,0,5.9,0.5,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Escavalier,Bug,Steel,70,135,105,60,105,20,495,5,1,75,0,33.0,1.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
Foongus,Grass,Poison,69,55,45,55,55,15,294,5,0,190,0,1.0,0.2,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
Amoonguss,Grass,Poison,114,85,70,85,80,30,464,5,1,75,0,10.5,0.6,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
Frillish,Water,Ghost,55,40,50,65,85,40,335,5,0,190,0,33.0,1.2,0.0,0.5,0.5,2.0,2.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
Jellicent,Water,Ghost,100,60,70,85,105,60,480,5,1,60,0,135.0,2.2,0.0,0.5,0.5,2.0,2.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
Alomomola,Water,,165,75,80,40,45,65,470,5,1,75,0,31.6,1.2,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Joltik,Bug,Electric,50,47,50,57,50,65,319,5,0,190,0,0.6,0.1,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
Galvantula,Bug,Electric,70,77,60,97,60,108,472,5,1,75,0,14.3,0.8,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
Ferroseed,Grass,Steel,44,50,91,24,86,10,305,5,0,255,0,18.8,0.6,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5
Ferrothorn,Grass,Steel,74,94,131,54,116,20,489,5,1,90,0,110.0,1.0,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5
Klink,Steel,,40,55,70,45,60,30,300,5,0,130,0,21.0,0.3,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
Klang,Steel,,60,80,95,70,85,50,440,5,0,60,0,51.0,0.6,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
Klinklang,Steel,,60,100,115,70,85,90,520,5,1,30,0,81.0,0.6,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
Tynamo,Electric,,35,55,40,45,40,60,275,5,0,190,0,0.3,0.2,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Eelektrik,Electric,,65,85,70,75,70,40,405,5,0,60,0,22.0,1.2,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Eelektross,Electric,,85,115,80,105,80,50,515,5,1,30,0,80.5,2.1,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Elgyem,Psychic,,55,55,55,85,55,30,335,5,0,255,0,9.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Beheeyem,Psychic,,75,75,75,125,95,40,485,5,1,90,0,34.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Litwick,Ghost,Fire,50,30,55,65,55,20,275,5,0,190,0,3.1,0.3,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
Lampent,Ghost,Fire,60,40,60,95,60,55,370,5,0,90,0,13.0,0.6,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
Chandelure,Ghost,Fire,60,55,90,145,90,80,520,5,1,45,0,34.3,1.0,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
Axew,Dragon,,46,87,60,30,40,57,320,5,0,75,0,18.0,0.6,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
Fraxure,Dragon,,66,117,70,40,50,67,410,5,0,60,0,36.0,1.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
Haxorus,Dragon,,76,147,90,60,70,97,540,5,1,45,0,105.5,1.8,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
Cubchoo,Ice,,55,70,40,60,40,40,305,5,0,120,0,8.5,0.5,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
Beartic,Ice,,95,130,80,70,80,50,505,5,1,60,0,260.0,2.6,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
Cryogonal,Ice,,80,50,50,95,135,105,515,5,1,25,0,148.0,1.1,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
Shelmet,Bug,,50,40,85,40,65,25,305,5,0,200,0,7.7,0.4,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Accelgor,Bug,,80,70,40,100,60,145,495,5,1,75,0,25.3,0.8,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Stunfisk,Ground,Electric,109,66,84,81,99,32,471,5,1,75,0,11.0,0.7,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
Galarian Stunfisk,Ground,Steel,109,81,99,66,84,32,471,8,1,75,0,20.5,0.7,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
